scenario_id,domain,object_type,priority,account_tier,account_revenue,customer_tenure,recent_interactions,sla_hours_remaining,churn_risk_score,compliance_flags,open_cases_count,sentiment_score,behavioral_signals,ground_truth,is_complex
S0156,ServiceDesk,ServiceRequest,Medium,Standard,73078.08722752889,0.9127483229065264,2,43.79726143295253,0.34237830473817515,0,1,-0.33393025638920326,1,STANDARD_ROUTE,False
S0157,ServiceDesk,Problem,Low,Gold,258979.26275963665,2.8829866376444406,2,37.1102702180137,0.03613858520447581,1,2,0.5747466900102112,1,ESCALATE_COMPLIANCE,False
S0158,Compliance,AuditRequest,Medium,Gold,359728.92983075266,11.013066188438954,0,39.67530377398286,0.20803128165368995,0,0,-0.017808541233669706,1,AI_ROUTE_STANDARD,True
S0159,Compliance,AuditRequest,Medium,Enterprise,1886040.3056385992,0.47459641681306325,6,38.77761529934707,0.2657270610086601,0,1,0.7452716050936705,1,PRIORITY_ROUTE,False
S0160,Finance,ExpenseReport,Medium,Gold,476448.3250134694,8.360212443571148,0,19.15471030539227,0.5624729874599789,0,4,-0.6792691877605137,1,AI_ROUTE_STANDARD,True
S0161,HR,PerformanceReview,Medium,Standard,76656.35340049335,7.950291624789457,2,26.215056482470263,0.1584026333237848,0,2,-0.5762113391197818,0,AI_ROUTE_STANDARD,True
S0162,HR,PerformanceReview,High,Gold,483945.1210853821,3.831582192603987,2,26.19298768230884,0.25253281898300356,0,3,0.2112757786468229,0,STANDARD_ROUTE,False
S0163,Finance,BudgetRequest,Medium,Enterprise,809378.170754229,1.9893965186467393,2,20.415403905386043,0.1596922455517414,0,1,0.44688732470982395,2,PRIORITY_ROUTE,False
S0164,CRM,Contact,High,Enterprise,1297366.0951624897,2.8579882675171873,3,19.962613731039607,0.2056972256286383,1,3,0.9784355079155003,0,ESCALATE_COMPLIANCE,False
S0165,Finance,BudgetRequest,Medium,Enterprise,605005.2681995986,5.226012173970233,3,2.6526657506424938,0.2666059895383324,1,2,-0.792642838531447,0,ESCALATE_COMPLIANCE,False
S0166,ServiceDesk,ServiceRequest,Low,Standard,77657.22931562563,6.498248271407724,1,32.379979985535215,0.44774905228217654,1,4,0.7782558478800199,1,ESCALATE_COMPLIANCE,False
S0167,Sales,Quote,Medium,Gold,254484.79712681228,3.551833008131574,1,41.42190109327745,0.25864665293769434,0,0,-0.11228162315739776,2,STANDARD_ROUTE,False
S0168,HR,LeaveApproval,Medium,Standard,77340.95481987063,1.019785139430136,3,31.598681079424207,0.41231568413101843,1,2,-0.5655382270939784,1,ESCALATE_COMPLIANCE,False
S0169,Finance,InvoiceApproval,Low,Basic,6670.35890631984,7.811105711380202,2,24.924549400443613,0.2836020355455566,0,7,-0.9885628372784214,1,STANDARD_ROUTE,False
S0170,Finance,InvoiceApproval,Critical,Enterprise,1040640.2407122292,6.125063217432244,2,11.52086356466851,0.12735163418783899,0,3,0.7288664937367282,1,PRIORITY_ROUTE,False
S0171,Finance,InvoiceApproval,Medium,Standard,73665.7300029635,1.9721423801924343,2,44.63412720073448,0.4478749757665285,0,3,-0.09047131489467786,2,STANDARD_ROUTE,False
S0172,Compliance,ComplianceCase,Critical,Standard,67983.10512857305,14.636918219389328,0,26.8476662145541,0.31784490149118316,0,3,0.37079068689201145,0,PRIORITY_ROUTE,False
S0173,Compliance,PolicyReview,Medium,Standard,71713.04886402795,9.641261874557072,6,35.67682435482672,0.38499162523537206,0,2,0.3813595422960132,1,AI_ROUTE_STANDARD,True
S0174,Compliance,PolicyReview,Medium,Standard,82006.60888691813,8.636824640029705,0,10.026266447650158,0.4939098304144587,2,1,-0.30498583514963795,1,ESCALATE_COMPLIANCE,False
S0175,CRM,Lead,Critical,Basic,4470.378332620001,0.29473638542736413,1,22.782592524759988,0.21389818325548074,3,3,0.5965863944183734,0,ESCALATE_COMPLIANCE,False
S0176,Finance,ExpenseReport,Low,Enterprise,1048393.5515059502,1.7459454399011296,2,43.16630803777867,0.2575966565338747,1,1,-0.9937181879037558,0,ESCALATE_COMPLIANCE,False
S0177,CRM,Case,High,Standard,84014.30900668188,0.23466575098246792,3,32.192586016723595,0.300756623405442,1,3,-0.021214925186822553,1,ESCALATE_COMPLIANCE,False
S0178,ServiceDesk,Incident,Medium,Basic,8738.152073304811,2.0889270482460054,2,6.485096323539729,0.4532608075638293,0,1,-0.2556534895062057,1,STANDARD_ROUTE,False
S0179,HR,OnboardingRequest,High,Gold,173135.11194752686,6.988160640414064,4,18.29104156053011,0.12122037860273516,1,1,0.3455292288249334,0,ESCALATE_COMPLIANCE,False
S0180,HR,OnboardingRequest,High,Basic,3369.226118662101,0.0026144172562814765,4,22.270370742909833,0.17978517528212223,0,1,-0.5237066926686074,2,STANDARD_ROUTE,False
S0181,CRM,Case,Medium,Enterprise,1144977.8211815897,3.6343885201636263,4,1.947025099675606,0.27480088910398065,2,2,-0.9301768946875524,1,ESCALATE_COMPLIANCE,False
S0182,HR,PerformanceReview,Critical,Enterprise,1173558.1518951887,1.084498594415493,0,34.918418625262376,0.4019090011700423,0,3,0.5455428393301582,0,PRIORITY_ROUTE,False
S0183,Finance,InvoiceApproval,Low,Standard,44859.02661777826,0.2738228724091207,0,39.77578164620577,0.4770557053470048,0,3,0.22292722245132168,1,STANDARD_ROUTE,False
S0184,Sales,Quote,Low,Basic,7651.602783454353,1.2999558959864224,2,34.512373729001865,0.2626632596125095,0,0,-0.1144037269125251,0,STANDARD_ROUTE,False
S0185,Sales,Opportunity,High,Basic,4352.580383981192,10.5595421684163,0,4.88712508529048,0.4492204202101308,0,1,-0.05807949513053301,3,AI_ROUTE_STANDARD,True
S0186,Compliance,ComplianceCase,Low,Enterprise,1676309.2615479003,2.482496311659323,3,17.44651380210545,0.10297665835227876,0,5,-0.028365142174737068,0,AI_ROUTE_ELEVATED,True
S0187,Finance,BudgetRequest,High,Basic,7604.948177222872,4.001278797608071,2,2.6493364783971733,0.12769192519274575,0,2,-0.8345319207526585,0,STANDARD_ROUTE,False
S0188,Finance,ExpenseReport,Medium,Standard,20683.818595820034,15.763383088950008,1,28.755250526340706,0.17454695304655402,0,4,0.939447265595954,1,AI_ROUTE_STANDARD,True
S0189,ServiceDesk,ServiceRequest,Medium,Standard,30386.946343249514,3.807363943429754,2,39.618730764061404,0.15957134377575063,1,1,-0.8306233162493863,1,ESCALATE_COMPLIANCE,False
S0190,HR,PerformanceReview,Medium,Gold,423362.29555747635,6.940539968604626,2,44.796356724917324,0.17197674580313904,0,0,0.3128192070013138,3,STANDARD_ROUTE,False
S0191,ServiceDesk,Problem,Low,Standard,13963.634144961796,4.727999334864856,2,45.158701584473924,0.27236842829392166,2,2,0.07556586948275301,0,ESCALATE_COMPLIANCE,False
S0192,HR,PerformanceReview,Low,Enterprise,734425.5643246643,0.9943002162326132,2,15.590498133490204,0.4582721008998995,0,1,-0.8172517902791816,0,AI_ROUTE_ELEVATED,True
S0193,Sales,Opportunity,Medium,Standard,49951.344908792045,8.961995296563241,1,45.30080409066104,0.22649342894391478,0,1,-0.4512307895948251,1,AI_ROUTE_STANDARD,True
S0194,Compliance,PolicyReview,Critical,Gold,491341.91482274263,13.495949009900574,2,32.37692496158387,0.5233899630543689,0,3,0.8770595669462609,0,PRIORITY_ROUTE,False
S0195,Compliance,ComplianceCase,High,Gold,318583.4166912497,2.159599647757167,1,20.361877437732982,0.2980264017004321,0,0,0.3234373652879132,1,STANDARD_ROUTE,False
S0196,Compliance,PolicyReview,Low,Enterprise,1962035.8940728272,0.5822286785079634,3,2.904567432781021,0.32855350421759716,0,0,0.5747439162985459,0,AI_ROUTE_ELEVATED,True
S0197,Sales,Opportunity,Critical,Standard,15569.713151242773,3.0660378318943633,2,24.876196478446992,0.12420822029239852,0,0,-0.8201675102805954,0,PRIORITY_ROUTE,False
S0198,HR,OnboardingRequest,High,Standard,35177.13709921639,1.6138582076498875,5,26.7562124815952,0.21875445153949252,0,2,-0.7488688427254973,0,AI_ROUTE_STANDARD,True
S0199,HR,LeaveApproval,Medium,Gold,177374.13718259303,4.103356476152105,3,11.424703313253925,0.0983249644549877,0,2,0.4759018947951843,0,STANDARD_ROUTE,False
S0200,Sales,Opportunity,Critical,Basic,5000.754277451437,2.809712660731342,0,8.530434475886523,0.5370583658985696,3,2,0.23754415408201002,1,ESCALATE_COMPLIANCE,False
S0201,HR,PerformanceReview,Medium,Basic,8409.45891412027,3.2494411868467625,1,39.37307017702792,0.4502267895126576,0,0,0.9583031102012312,2,STANDARD_ROUTE,False
S0202,Sales,Contract,Medium,Standard,71427.92135839493,3.4260463224487276,1,37.007613218377095,0.5027398970513597,0,0,-0.8801133982773834,0,STANDARD_ROUTE,False
S0203,HR,OnboardingRequest,Critical,Basic,7607.3613313748165,1.6700615637288692,3,1.1499147011323525,0.26420750985803015,0,1,-0.40813594112676777,2,PRIORITY_ROUTE,False
S0204,ServiceDesk,ServiceRequest,Medium,Standard,55025.06816869843,0.28767753779624505,0,29.04332026880659,0.38566259404105185,0,1,0.39566557101034006,3,STANDARD_ROUTE,False
S0205,Sales,Quote,Critical,Gold,208781.82375927948,0.9830465893983026,3,35.11695758640575,0.5986063994811743,0,0,0.6630366662244471,2,PRIORITY_ROUTE,False
S0206,ServiceDesk,Problem,Low,Standard,20639.676006197973,0.00012287726886323798,2,1.1126298150024585,0.4257738861463444,0,0,0.09774560308519953,1,STANDARD_ROUTE,False
S0207,ServiceDesk,Problem,Critical,Gold,225967.3778355583,0.4065579415336522,2,25.763908908988284,0.41890629703440113,0,2,-0.7335801517267426,1,PRIORITY_ROUTE,False
S0208,Compliance,ComplianceCase,Low,Gold,270375.0833867758,20.948260855800694,0,37.56652348015753,0.35775523433942424,1,1,0.10210190658986473,1,ESCALATE_COMPLIANCE,False
S0209,Compliance,ComplianceCase,Critical,Standard,15132.422260325744,0.44588739620524603,2,30.7942717376656,0.5531730148980865,0,4,0.28193105619751546,1,PRIORITY_ROUTE,False
S0210,Sales,Quote,Medium,Standard,92020.52710707676,0.08462537335877077,1,36.91004752052729,0.07765506645751091,1,1,0.869459830976602,0,ESCALATE_COMPLIANCE,False
S0211,Sales,Contract,Medium,Basic,1558.3308726590337,1.657853489178643,1,31.75985535768337,0.23408313613509113,0,2,0.2964669376156921,0,STANDARD_ROUTE,False
S0212,CRM,Lead,High,Standard,27787.529853201715,0.7963324974219624,2,41.73804152800894,0.17960770900272696,0,1,-0.9160718531127314,0,STANDARD_ROUTE,False
S0213,Finance,BudgetRequest,High,Enterprise,943201.8869401389,3.019837928237105,2,8.674086541499756,0.20609438237729066,0,1,-0.06016925593280931,1,PRIORITY_ROUTE,False
S0214,HR,PerformanceReview,Low,Standard,42381.46841907695,1.4667411351188056,1,15.847235829151021,0.6928805133306277,0,1,0.7901305777024916,0,STANDARD_ROUTE,False
S0215,ServiceDesk,Incident,High,Standard,88648.74599689165,0.05196500010231221,1,17.198257352360656,0.21406467144833263,0,4,-0.11769889553873525,0,STANDARD_ROUTE,False
S0216,ServiceDesk,ServiceRequest,Critical,Standard,29635.689663394587,10.956811460246932,2,12.251487985271424,0.23640660231780605,0,0,0.6392191061315997,2,PRIORITY_ROUTE,False
S0217,Compliance,AuditRequest,Medium,Standard,66279.69637338097,0.049671316582751604,1,12.097676414017268,0.03523848574573746,1,1,-0.051130212758530025,0,ESCALATE_COMPLIANCE,False
S0218,Compliance,ComplianceCase,Medium,Standard,99512.3790131734,0.9017939994922478,1,44.083292958552875,0.30463572351443485,0,1,-0.09144320642035497,3,STANDARD_ROUTE,False
S0219,HR,LeaveApproval,Medium,Gold,495802.133353729,4.612032075287115,1,18.65162505454704,0.1467591092138298,0,1,-0.1691139988158208,0,STANDARD_ROUTE,False
S0220,CRM,Lead,Critical,Basic,9710.224638836366,3.1928236636045573,1,23.794404661311876,0.0803234578825229,0,2,0.29491588149109194,1,PRIORITY_ROUTE,False
S0221,Sales,Quote,Medium,Basic,5408.834290459701,3.984772779525638,2,9.751741140143228,0.1302624307625349,0,0,-0.6375488779005809,3,STANDARD_ROUTE,False
S0222,HR,OnboardingRequest,Medium,Standard,15325.936467718764,4.007422919622807,2,35.18323903225714,0.0273726430549803,0,1,0.4014510425685276,2,STANDARD_ROUTE,False
S0223,CRM,Case,Medium,Standard,61325.82448582514,0.9434321198329602,1,17.354513138300227,0.19943696833889174,0,3,-0.7336357486649532,0,STANDARD_ROUTE,False
S0224,Finance,InvoiceApproval,High,Standard,38714.05668990158,2.148090233383544,2,15.63775618954987,0.16073835992703225,0,0,-0.4927744582805835,1,STANDARD_ROUTE,False
S0225,CRM,Lead,Low,Standard,63725.07010718553,6.646317633344168,4,13.267886713934413,0.2327130186735008,0,2,-0.8244235258836801,0,STANDARD_ROUTE,False
S0226,HR,OnboardingRequest,High,Gold,260125.13446919763,6.68240585300731,0,31.345493961239566,0.36212615464823905,0,3,0.35813320899127477,3,STANDARD_ROUTE,False
S0227,Compliance,PolicyReview,Low,Gold,202476.60577574198,0.9971855986817647,1,24.25276731157662,0.08318819507500595,0,1,0.9531220466458086,2,STANDARD_ROUTE,False
S0228,Compliance,ComplianceCase,Medium,Standard,96907.50777401203,2.0005671727522856,0,32.40617081409289,0.21175353871598976,0,2,-0.5355506181973138,1,STANDARD_ROUTE,False
S0229,HR,OnboardingRequest,Low,Gold,458798.11574576446,7.486438255596688,2,16.613931405757224,0.33410454789099764,0,2,0.7173962424891478,2,STANDARD_ROUTE,False
S0230,Sales,Contract,High,Basic,1483.9508049578503,4.426863951380084,1,15.037240395866645,0.27290944488193364,0,3,0.6064898093296125,2,STANDARD_ROUTE,False
S0231,HR,PerformanceReview,High,Basic,1482.7131236874775,5.055811236145933,3,40.23100414231881,0.08276189083417143,0,4,0.6777077238081377,2,STANDARD_ROUTE,False
S0232,CRM,Contact,High,Standard,39349.70672613161,0.29422432338168,2,33.52140464497812,0.37277379829126733,0,2,-0.8876759801933738,0,STANDARD_ROUTE,False
S0233,HR,OnboardingRequest,High,Enterprise,1193890.3206577296,0.13533575171937598,0,20.25341362187751,0.30206120930620733,1,2,0.6352467566089723,3,ESCALATE_COMPLIANCE,False
S0234,Sales,Contract,Medium,Standard,38876.90884748592,3.6258578305157316,4,10.201500052500371,0.10055269829732318,1,1,-0.7592728475800279,0,ESCALATE_COMPLIANCE,False
S0235,Sales,Contract,Medium,Basic,2072.2660479644337,2.872980631201138,1,30.013204647396094,0.1583811506438396,0,0,-0.62024934180816,0,STANDARD_ROUTE,False
S0236,Finance,ExpenseReport,Medium,Standard,71786.25487389273,6.751157053009379,3,25.910916986948592,0.6101686016625202,1,2,0.06932184615104764,1,ESCALATE_COMPLIANCE,False
S0237,Sales,Contract,Critical,Enterprise,1856203.028867286,0.284474801334035,2,26.035269720396876,0.35402334104604477,0,4,0.6799955212086868,0,PRIORITY_ROUTE,False
S0238,Sales,Contract,High,Basic,7066.157813955706,7.439678685268616,3,1.4860065258883,0.39277033130058375,0,1,-0.7688832466387365,2,AI_ROUTE_STANDARD,True
S0239,Compliance,PolicyReview,Medium,Basic,5533.375483756637,8.42859508252857,4,9.727994622585568,0.47663240894647274,0,0,-0.19700477887024737,1,AI_ROUTE_STANDARD,True
S0240,CRM,Contact,High,Basic,3348.267216851513,13.975348456520784,3,34.03292123755034,0.45708213190682534,0,3,-0.09943503233694839,2,AI_ROUTE_STANDARD,True
S0241,Sales,Contract,High,Enterprise,970554.6871357344,4.038509982061377,1,28.832186082143327,0.1304911868059037,0,1,0.20189096907543802,1,APPROVE,False
S0242,Compliance,ComplianceCase,Medium,Enterprise,1208773.1642293779,1.9007048335459173,2,20.08740814554735,0.36195361016173894,0,0,-0.5957012015494585,1,PRIORITY_ROUTE,False
S0243,CRM,Case,Low,Gold,258908.58913618387,1.127068406771069,2,27.594450841672977,0.439724267152511,0,0,0.7532276540317833,1,STANDARD_ROUTE,False
S0244,Finance,ExpenseReport,Low,Gold,145962.5373447641,0.01537810494918652,3,15.417080828625542,0.07543997012578053,0,1,0.24848147399503628,1,STANDARD_ROUTE,False
S0245,CRM,Lead,High,Standard,48777.24478440436,1.4969815232047088,6,26.368283813760595,0.212298665809588,0,2,0.3234076909626935,0,AI_ROUTE_STANDARD,True
S0246,Sales,Quote,Medium,Standard,12418.088864044177,1.9152533512505947,0,25.739449508253024,0.6853779728764893,2,3,0.02194148609012414,1,ESCALATE_COMPLIANCE,False
S0247,Sales,Opportunity,High,Gold,255078.0619356027,0.5957089870954934,6,15.197107756346108,0.2090036249347121,0,2,-0.616527565219467,1,AI_ROUTE_STANDARD,True
S0248,ServiceDesk,Problem,Critical,Basic,4204.837766497795,4.562545193308308,3,6.157560454144023,0.2635988526724761,1,3,-0.4698374313228548,1,ESCALATE_COMPLIANCE,False
S0249,HR,LeaveApproval,Medium,Enterprise,681954.4970083012,1.4425891689503076,3,18.537526729028315,0.3075349329967102,1,1,0.3333713037850261,2,ESCALATE_COMPLIANCE,False
S0250,Sales,Contract,Medium,Enterprise,1719721.4827519774,1.1908163749927876,3,36.12279988561437,0.1901730139126843,0,1,0.6728311931597133,1,APPROVE,False
S0251,Sales,Contract,Critical,Enterprise,1435278.7927612318,0.2607420964884727,2,9.030989618404556,0.41258274024043945,1,2,-0.489293299542197,1,ESCALATE_COMPLIANCE,False
S0252,Sales,Quote,Low,Standard,46207.63372441348,2.2132176201548353,4,5.2767297739636065,0.6807671993320379,0,1,0.7696158940613018,0,STANDARD_ROUTE,False
S0253,ServiceDesk,ServiceRequest,Low,Basic,8785.639894378544,3.673092275021132,2,22.143353598394178,0.5180074377467735,2,0,-0.028731403173319237,2,ESCALATE_COMPLIANCE,False
S0254,Finance,BudgetRequest,Low,Gold,323687.25270738325,2.892299880031453,0,1.2613374316183483,0.21613956681479898,0,2,0.16344305494695344,1,STANDARD_ROUTE,False
S0255,Finance,InvoiceApproval,Low,Standard,66115.47801226034,0.5629743673636933,1,43.66925864155096,0.27471309745152267,1,1,0.23324395633055017,0,ESCALATE_COMPLIANCE,False
S0256,Finance,InvoiceApproval,High,Standard,98618.90298317556,0.9383216371837698,0,10.16790650962758,0.12165478479774741,0,3,0.07672620420204557,1,STANDARD_ROUTE,False
S0257,Compliance,ComplianceCase,High,Basic,5007.466222882342,2.6786410292739227,1,20.86060326240526,0.0795182739954922,3,0,-0.528823543510645,0,ESCALATE_COMPLIANCE,False
S0258,Finance,BudgetRequest,High,Gold,481821.536967,10.029669434160397,0,16.593618526230287,0.10217105888505748,1,3,0.1861123799347153,1,ESCALATE_COMPLIANCE,False
S0259,Sales,Contract,Low,Gold,192154.65575435577,1.3657037998868151,2,45.812397593454364,0.2117267188142163,0,1,-0.4353723315785596,1,STANDARD_ROUTE,False
S0260,CRM,Contact,Medium,Standard,77529.76982379604,1.4884037073668046,3,25.967380847004964,0.10809092715825414,0,4,-0.7776982404333763,0,STANDARD_ROUTE,False
S0261,ServiceDesk,Problem,High,Basic,2426.0323347091535,0.2568960062590999,2,24.380634101456586,0.24343455918849644,0,2,-0.9809132938655467,0,STANDARD_ROUTE,False
S0262,Compliance,AuditRequest,Critical,Basic,5110.575335972562,1.5973195604737676,0,21.88622361694932,0.2616487527492614,0,3,-0.9058832410799622,0,PRIORITY_ROUTE,False
S0263,HR,PerformanceReview,Low,Gold,282823.8637063105,1.3713987074131135,1,29.451529822736703,0.2358475975242636,0,1,0.861997239425168,0,STANDARD_ROUTE,False
S0264,HR,LeaveApproval,High,Basic,5250.236490506427,1.568195315685823,5,21.75871311753794,0.3223364333202161,0,3,-0.482578105168731,0,AI_ROUTE_STANDARD,True
S0265,CRM,Case,Low,Standard,71173.43007191506,3.377570235839274,3,25.87163556644562,0.3137729124343401,2,1,-0.8060424749678092,0,ESCALATE_COMPLIANCE,False
S0266,CRM,Case,Low,Enterprise,588575.2166874079,1.2679722461638454,0,14.532546724903835,0.46966587086649414,1,0,0.7914527110302292,0,ESCALATE_COMPLIANCE,False
S0267,CRM,Contact,High,Enterprise,1270799.7885699074,6.371205658654689,2,36.153426695346006,0.3534960097919887,0,1,0.41391263698684533,2,PRIORITY_ROUTE,False
S0268,HR,PerformanceReview,Medium,Standard,18320.456533335993,2.449221348521757,2,46.419875807917634,0.28226348767675197,2,1,0.05218802650308407,1,ESCALATE_COMPLIANCE,False
S0269,ServiceDesk,ServiceRequest,Critical,Enterprise,1079431.557718318,1.7445624614661601,2,9.632251127234367,0.10314246931990481,0,2,0.43196938708344823,1,PRIORITY_ROUTE,False
S0270,Sales,Quote,Low,Standard,35044.089473689266,2.0128736632817215,3,45.04672549929069,0.5101844270542086,1,0,0.4307282304577793,0,ESCALATE_COMPLIANCE,False
S0271,Compliance,ComplianceCase,Critical,Standard,55822.18716294392,0.6001276123464353,4,34.538799200601474,0.29526110377198544,0,0,0.28897012304118785,0,PRIORITY_ROUTE,False
S0272,CRM,Contact,Low,Standard,79994.57401652956,1.0239049333767651,2,7.010008134337385,0.040600207666621174,0,2,-0.4785824517342956,2,STANDARD_ROUTE,False
S0273,Sales,Quote,Medium,Standard,12437.302030304594,2.3860290571024296,2,31.492607886593525,0.420092483732112,0,0,-0.39175230106392767,1,STANDARD_ROUTE,False
S0274,HR,OnboardingRequest,Critical,Gold,299819.3340818685,5.788872226744202,2,39.62795342766302,0.042762777741821106,0,2,-0.7935667022420008,1,PRIORITY_ROUTE,False
S0275,Sales,Quote,High,Standard,91959.84958454996,2.288479013644024,0,35.759190944862354,0.332110578693009,0,1,-0.226607100025076,2,STANDARD_ROUTE,False
S0276,Compliance,ComplianceCase,Low,Basic,2535.410121594799,2.2961823186175683,5,11.092966617852317,0.06690538900675355,0,1,0.5357527272674227,2,STANDARD_ROUTE,False
S0277,Sales,Quote,Medium,Enterprise,1737552.9787142,7.817031669556644,3,19.403116453085964,0.13815369379163328,0,3,-0.8858113241841126,0,APPROVE,False
S0278,Compliance,ComplianceCase,High,Enterprise,1573603.889616193,14.417227102947711,5,7.018289464301376,0.29547398025907573,0,1,-0.9500318354363011,2,PRIORITY_ROUTE,False
S0279,Sales,Opportunity,Medium,Standard,71540.9380800887,5.595392883283237,2,19.554528550860383,0.14629598704173433,0,2,0.9895499091478122,2,STANDARD_ROUTE,False
S0280,ServiceDesk,Problem,Low,Standard,72047.54204841921,1.3351717975087112,3,4.1770487192756525,0.02848779696509136,0,1,0.3207765047916509,2,STANDARD_ROUTE,False
S0281,ServiceDesk,ServiceRequest,Medium,Enterprise,549517.9038504909,12.31095952714566,2,10.842122734939343,0.1819282171695905,2,1,-0.5837879308072544,1,ESCALATE_COMPLIANCE,False
S0282,CRM,Lead,Low,Standard,37851.63188015641,2.376623547558187,2,14.503818821471427,0.6581324785879936,0,1,0.3131254047993046,1,STANDARD_ROUTE,False
S0283,ServiceDesk,Incident,High,Standard,56879.72044306113,2.5324231081839996,0,39.36962133957689,0.6356875591054268,0,1,0.467285680728897,2,AI_ROUTE_STANDARD,True
S0284,ServiceDesk,ServiceRequest,High,Enterprise,1048848.9479267113,1.0423096585425016,1,1.3393271277831094,0.722618143888364,0,0,-0.9863185037032729,1,PRIORITY_ROUTE,False
S0285,Sales,Contract,Low,Enterprise,912537.1587316967,1.0124147282412885,4,4.219329347778981,0.13211224196788426,2,1,-0.05184747178428473,1,ESCALATE_COMPLIANCE,False
S0286,Finance,InvoiceApproval,High,Enterprise,973581.694655733,6.268635966146161,2,5.039057438020923,0.37133420021179325,1,0,-0.17258793617993917,1,ESCALATE_COMPLIANCE,False
S0287,ServiceDesk,Incident,High,Standard,97969.43657836111,13.336387410135043,1,5.257362381571429,0.4558541847310236,0,3,0.9723535945673896,1,AI_ROUTE_STANDARD,True
S0288,Finance,ExpenseReport,High,Enterprise,1371152.8754216325,10.566995381492813,3,35.26395502110879,0.29695838258246554,0,3,-0.13586542986676453,3,PRIORITY_ROUTE,False
S0289,Sales,Contract,Medium,Standard,22988.083931873334,0.39291914124497856,0,41.992877551647695,0.20882596524740685,0,0,0.9194914429239385,2,STANDARD_ROUTE,False
S0290,Compliance,PolicyReview,Medium,Basic,4917.634517688706,2.979058060184986,2,7.412071768402685,0.16963664843103887,0,1,-0.8613844539234103,1,STANDARD_ROUTE,False
S0291,Finance,InvoiceApproval,Critical,Standard,73102.97979699881,0.2293640144144201,4,14.322471004321496,0.253111950381048,0,2,0.8697860931090171,2,PRIORITY_ROUTE,False
S0292,Sales,Opportunity,Medium,Standard,80018.64744138431,0.9962588882145058,1,44.5128057028731,0.09456427882565704,3,1,0.17161678843048866,0,ESCALATE_COMPLIANCE,False
S0293,CRM,Case,High,Basic,5316.6258707001225,14.424652420400122,0,20.10221679800959,0.3683531015331407,0,5,-0.5864046479117118,1,AI_ROUTE_STANDARD,True
S0294,CRM,Contact,Critical,Gold,372100.27533214964,6.981944638695369,1,38.028954373643295,0.18440278229003035,0,4,0.5436720704602198,3,PRIORITY_ROUTE,False
S0295,ServiceDesk,Problem,Low,Basic,2808.202057169702,6.541468937207592,3,7.620689529239134,0.4770180100982217,2,0,-0.7138760945531952,0,ESCALATE_COMPLIANCE,False
S0296,CRM,Contact,Medium,Basic,8403.917216323845,0.05348074958121875,2,3.9301263034214275,0.14081866243857386,0,1,0.7447891267096298,1,STANDARD_ROUTE,False
S0297,Compliance,PolicyReview,Critical,Standard,66414.96139735605,1.167825615019446,5,6.792356176241512,0.35483149073214454,1,1,-0.8185582345043383,0,ESCALATE_COMPLIANCE,False
S0298,ServiceDesk,ServiceRequest,Critical,Enterprise,1424274.4478188958,12.959316998490586,2,13.522791789434256,0.5244180870273472,0,0,-0.42172656316247803,1,PRIORITY_ROUTE,False
S0299,Finance,BudgetRequest,Medium,Basic,1710.3686953457109,0.8511460781966893,2,25.640203786820532,0.42280175519507296,0,0,0.10837530200958234,3,STANDARD_ROUTE,False
S0300,HR,PerformanceReview,Medium,Standard,60169.68704472399,15.32745494322323,1,37.47534932211649,0.3675087674386165,1,1,-0.40301380385007346,1,ESCALATE_COMPLIANCE,False
S0301,CRM,Case,High,Standard,75790.93142255349,0.3188681181492185,2,14.08927129648488,0.27526016028722083,0,2,0.6418384272260005,1,STANDARD_ROUTE,False
S0302,Finance,ExpenseReport,Medium,Gold,193748.03627115022,0.5275777322468751,0,28.20561936410709,0.09152549500641419,2,2,0.45727404463379817,1,ESCALATE_COMPLIANCE,False
S0303,ServiceDesk,Problem,Low,Gold,446117.8236804098,3.6937284879869634,1,28.435988109723105,0.09376832706211977,0,3,0.6989288598571106,1,STANDARD_ROUTE,False
S0304,Sales,Contract,High,Standard,78088.52505036167,0.40038175313185337,0,19.672230025320115,0.10656042509298683,0,0,0.49125666504100396,2,STANDARD_ROUTE,False
S0305,ServiceDesk,Incident,Low,Standard,15550.71252588617,2.39181472418279,1,31.353290533673874,0.42122422424293765,0,1,0.764818372887577,1,STANDARD_ROUTE,False
S0306,Finance,InvoiceApproval,High,Standard,45056.44233508678,1.1033531293205738,0,17.60473246215038,0.26344305446071176,0,1,0.2773452722408105,0,STANDARD_ROUTE,False
S0307,Sales,Opportunity,Medium,Basic,1011.4126922394122,8.977536368204957,2,44.51661380962633,0.04295407130910211,1,1,0.8633184995180381,0,ESCALATE_COMPLIANCE,False
S0308,Sales,Quote,Medium,Standard,11377.952796421489,6.066937705166785,2,18.515961107058367,0.5668241308858128,0,2,-0.29169160648101,1,STANDARD_ROUTE,False
S0309,Finance,BudgetRequest,Medium,Enterprise,1610764.281827478,5.657571328350714,1,38.37747631222906,0.18133541989811508,0,0,-0.19934026317848352,1,PRIORITY_ROUTE,False
S0310,Finance,BudgetRequest,High,Basic,2084.3364019462115,7.629682671538246,2,24.29163877975596,0.5936124510759773,0,2,-0.48866755333637113,0,AI_ROUTE_STANDARD,True
